,mentalhealth,fitness,travel,food,motivation
2024-01-21,120.05063793825553,84.87185218795084,76.86568283497395,93.43910441838511,224.97160644919538
2024-01-22,114.25803287434836,91.50198262391454,72.30264913317636,105.94095277586288,225.80854014696965
2024-01-23,113.98685803800726,92.49635860817362,95.9784524370388,94.9161901442097,223.82869254249843
2024-01-24,130.0335709030112,88.09567410921221,76.32530852791933,88.50905692964184,217.6535803668237
2024-01-25,124.0317680908449,99.3870835331579,61.780687263121,101.15375035111016,202.4035367996852
2024-01-26,115.3202804575743,83.03682969795457,73.91084662015214,103.96203333957064,217.48438301074754
2024-01-27,112.00672048895163,92.83560371695451,83.45840099849332,80.3376148743412,209.68181863726292
2024-01-28,121.14269375736667,96.00036006992069,84.32498107671199,99.12569890984398,223.41433802957084
2024-01-29,117.95313679964926,100.47116931012144,68.65059784712112,100.69280285118663,221.97864956253036
2024-01-30,123.75483266749394,102.96341620304392,89.3437187258075,91.2259268470988,204.84745970073863
2024-01-31,122.0269456057869,85.11218535718761,62.931563217060685,108.46996886722619,221.3297123632813
2024-02-01,128.71687982805585,81.51940511959822,92.5035250833234,93.71428541517285,219.17373938673654
2024-02-02,112.66449740316907,110.12961289284041,68.36099201268605,96.96290366711445,185.1100641040637
2024-02-03,136.71802839011127,101.15840199779029,79.77443591811239,94.45883809369937,221.33747633363183
2024-02-04,154.05354140885802,90.82270175922791,93.15488013526523,96.81765205915181,209.48245729773421
2024-02-05,138.66877698980085,114.28105563366273,84.16721879751299,86.16107946802919,205.40195939446363
2024-02-06,129.37017756147557,100.37769687532537,91.58956193973728,83.17473616499754,206.28119254880218
2024-02-07,136.4420548133303,111.45457239594228,90.04984638260812,113.96094564609743,213.80201965832654
2024-02-08,117.96327307197764,100.76646744618962,97.15559499633933,89.97596360744895,220.38472649229823
2024-02-09,112.63970253344402,121.1172800490926,95.33352553961464,88.95017176425335,202.34802863769374
2024-02-10,136.6168146182167,118.47037500577173,80.58114972618006,77.73735990384624,218.30829300280718
2024-02-11,123.89402635899432,98.822957622293,91.84364167522317,93.2772760887324,222.57302782835728
2024-02-12,116.19258813578587,111.41223475040272,70.6326328540865,86.81992176532788,235.80743113689832
2024-02-13,121.22551090171517,108.52233918949753,85.69115685047299,116.84302575355343,206.79452606073758
2024-02-14,119.08592595657984,116.11492071017881,94.8150787114455,110.88107048682535,214.42533132642012
2024-02-15,132.0835849926188,93.12721769199739,88.31655507046321,94.24924330456489,220.88593008410604
2024-02-16,136.89605189542212,109.97249467973596,91.78000362512718,123.99063259173832,230.07892144101046
2024-02-17,140.27538410102053,114.01930050504266,85.50395810709365,111.60700496500642,215.88566488417146
2024-02-18,140.6517216412547,86.15815960739577,99.2378750771831,98.85153509508437,231.22481625088025
2024-02-19,139.55618236049187,92.21077539284659,87.44082901261919,77.40359782931229,200.16258541408254
2024-02-20,130.21955119106252,83.93604444596707,83.87549062973231,125.59208640801918,207.28773235169206
2024-02-21,126.3285425268771,101.90640426374092,97.66727296408183,89.05904239909424,223.57976411087154
2024-02-22,117.74090031812315,112.03501190301742,75.00961635161799,86.75989633403259,206.2441924235219
2024-02-23,144.06494844015185,120.12920533472372,94.31759447914168,113.68563359240353,208.8537776054391
2024-02-24,131.52405881231772,106.07948396068184,79.11531364441748,128.0903546784205,215.55361557336752
2024-02-25,129.4172401085186,121.84438478255434,102.53912384942785,117.75525197049029,228.7654673053425
2024-02-26,145.52466644838017,91.96364455068407,87.35601283056978,109.75804479190025,202.2978587791029
2024-02-27,124.93854374781459,88.92395488027964,91.50925271223286,110.25961714902775,223.15361095479795
2024-02-28,142.44835043246658,105.58207538265592,94.46488256826811,113.02600241796887,231.960039902493
2024-02-29,137.23240770729245,110.14460448485566,71.20873026252579,112.24753035187393,219.84734597051582
2024-03-01,124.04149778452478,106.1300052001985,84.15273049577564,107.62316137937688,218.26149844455685
2024-03-02,133.80135636227598,85.92212894361889,101.23363526708798,105.9928554420801,226.10711082894622
2024-03-03,144.41521949216718,105.83153989094124,99.60201675798278,104.45110346561758,220.29447781819752
2024-03-04,142.7543297043763,93.79083619182816,93.86747948103364,97.65017976675362,236.233377068627
2024-03-05,149.85212554598843,113.6316646369139,77.64192966456305,102.48248283848946,211.313657086612
2024-03-06,138.36564597347385,110.68697204596896,97.07765042379106,88.44571590159032,221.99739609269244
2024-03-07,168.77952330905643,97.69491904097598,98.42933903650876,104.46461509484573,224.6434287131992
2024-03-08,125.9121002538705,102.01449526263715,91.82496279744632,95.62154782303861,218.8614719768823
2024-03-09,131.1758443806803,96.60724919340264,103.6327201484115,94.51778569867811,193.97940584206034
2024-03-10,134.58664092630409,106.60564695977965,84.5997462614149,107.38567390258982,221.11623691136228
2024-03-11,121.027734205096,116.80381812748223,86.35544537767488,119.52671224445953,231.74701285093735
2024-03-12,145.64709412944433,97.40207362415453,66.61484452685659,114.79679460607677,230.53327400811293
2024-03-13,144.251511634545,112.29380801492485,100.65324419142782,89.90263128205832,226.29397574079124
2024-03-14,135.3873645186161,101.93194115573002,94.57476320436055,95.69253043229475,211.748741815305
2024-03-15,129.82164156245202,99.27423390802345,74.58638520951938,114.96496856907274,226.64890491457456
2024-03-16,120.17109593128056,106.08848717133816,73.77442700114703,95.68821129404432,216.9172606148042
2024-03-17,127.1723852369218,96.7497014311671,82.57744461185551,103.21008761393429,226.12980177419033
2024-03-18,142.43305066158152,101.49660090185726,99.1712996053374,110.88790940411829,223.74099212868904
2024-03-19,132.7930666823222,94.97305810500981,88.14985838021678,95.62268694080564,212.68093237740743
2024-03-20,130.5526563664277,126.50575176744863,83.01225750188627,106.26654995828802,213.42679010405854
2024-03-21,139.73056601535225,107.1058743512813,80.89370613093384,91.76727834092567,225.796311435122
2024-03-22,146.18092525685594,99.63895977906962,80.32872151091837,98.97683287802701,219.9179319654533
2024-03-23,137.04161162309046,108.64739816132969,71.37244227311666,108.05971285395654,213.59763280675904
2024-03-24,137.47554254794878,105.24428922386858,78.4952376345179,88.79192684400387,212.63211588285137
2024-03-25,147.8977780189368,104.00661681956664,79.71215824833196,108.97535465304654,218.67085239437955
2024-03-26,135.7723986266164,112.19568881896215,97.08188041330415,104.21193828780478,237.22791782505283
2024-03-27,130.75085601486722,113.45597471124587,88.42529330951145,109.76009161348799,216.11296534799604
2024-03-28,140.3912472292932,100.392136856908,81.64292613304345,106.29058413220358,221.04980100978025
2024-03-29,130.89953129098248,99.74480684292105,112.8018430336345,117.49868800764999,222.0122801856058
2024-03-30,129.5832292295998,102.54812563087077,82.86129969712533,104.90518208740997,209.4812267468106
2024-03-31,145.7845175340048,82.06512581671323,100.95699283811022,99.14457651136024,202.94886068498496
2024-04-01,129.90362674257912,89.70839896030962,105.27302139037708,104.43757907116168,210.08675029428068
2024-04-02,106.03788461569786,118.29554389723762,73.12882407642373,108.41407597169996,222.59042306019822
2024-04-03,135.802084314153,120.83373814173801,89.32531687766564,103.22695616852592,220.75021964522213
2024-04-04,128.14002309676425,101.64198334846321,83.15863346514953,102.89255511460951,226.6492574948805
2024-04-05,128.94338556642376,109.63747989314068,82.08429252719444,95.20628784305916,220.33225727151702
2024-04-06,136.0952343672541,106.71552877881419,93.35842163165269,95.32831251641304,218.00038237802963
2024-04-07,129.62820177676141,134.11477507628427,81.29888825770385,87.65420873227866,212.77869230182344
2024-04-08,133.1532395242135,114.23675646907155,82.28294312166585,118.89106924513887,227.37992331269552
2024-04-09,110.4881259715525,101.46925552016204,85.26890870892154,88.66409353960054,209.0494781071054
2024-04-10,120.98080323467563,92.89312304480383,82.91616099724718,93.8737699313927,206.83738033719072
2024-04-11,144.14401978824034,86.07712533053152,74.60751269319077,93.31181033595895,223.30499176633109
2024-04-12,129.6052483521727,103.86254888742116,93.98860380742845,109.13145075673702,203.98918748155523
2024-04-13,112.73559944960054,93.94429434811957,96.19473741624338,96.91259947658601,241.14855984689174
2024-04-14,118.41908855081324,86.9590259306529,88.8193751521866,112.01327821191067,217.4743448915639
2024-04-15,118.88648906520453,94.38377814827099,81.28560671067837,92.46889520680125,219.82141621328793
2024-04-16,129.49826907186898,89.69646834168817,77.6614672447391,101.65618445861384,207.9205981919411
2024-04-17,123.8059566245351,117.04062191220069,77.33463116241536,90.17002948742116,212.5094051784024
2024-04-18,121.19262123457783,108.63799795989695,107.5969902709343,119.62738612668001,211.04687728092173
2024-04-19,127.47167488582767,99.38973155980729,93.0494672188447,85.94776824122204,209.54395615562987
2024-04-20,131.85349132206113,113.91254784808594,74.91363190355708,100.56560801999964,220.93557203362676
2024-04-21,124.12543424184399,99.52655989716891,84.6014813252689,103.4449400885574,209.74996449778274
2024-04-22,120.60485442133691,89.7762606156481,78.96537860814189,100.8813880619894,224.05696297911538
2024-04-23,121.76998149664288,113.25336060419812,88.06174982326922,94.52353770126815,240.1467913920426
2024-04-24,129.0133200373698,103.04136696380978,87.28888378506139,94.70835398817262,210.18970218484054
2024-04-25,125.16892510727293,86.90742119491392,92.31760550743797,96.07229191651328,214.29588593328756
2024-04-26,132.5411224399777,95.0019234035374,72.60137182795631,93.78958462663229,216.1929788153714
2024-04-27,112.99381014565552,87.77270951821134,81.777871268645,104.5219776785517,230.13678823733696
2024-04-28,116.36045557393852,82.32297545532442,62.8671291455973,116.610497239425,210.81734297392876
2024-04-29,131.46615018059643,105.03367322848017,67.4001209790801,88.55127436162913,202.97457661592296
2024-04-30,115.33657865651807,114.48617962617615,88.43464781727141,80.04827788422776,198.22145622456065
2024-05-01,136.81466697527466,81.02599017921628,69.70645423355921,92.48313989243884,209.9246745024282
2024-05-02,136.64609982602025,100.26089526560389,70.42374114842443,118.78259073378507,205.6402487675022
2024-05-03,136.13707270411308,87.74454560943562,78.36981678535817,84.56852007950027,229.84391225299674
2024-05-04,113.02775378668721,89.00006426579777,85.02055464211492,108.61678061642911,227.06279036955723
2024-05-05,122.2243832538833,87.56865065710872,67.08594817136125,108.62389249880553,198.64170967960425
2024-05-06,116.14365170765694,84.47522496435187,42.50867060375397,85.93354470261377,201.5003796850011
2024-05-07,129.93376146068186,93.22450778817044,68.23868531749184,96.78341675911862,208.96984064693387
2024-05-08,137.39430388448105,84.05590931504588,88.62331748888943,107.00367116898533,221.8305227640867
2024-05-09,128.69257032027915,94.69840055318356,79.6268090357587,86.556849344054,208.05681171843852
2024-05-10,119.67918546252231,91.1225170420894,89.06527240465768,87.94338899410084,200.64533981604316
2024-05-11,115.56639830965192,88.86946694077307,64.142412218315,83.79643272849444,206.16297736975275
2024-05-12,125.35002871547368,81.82068090022646,58.70398107420666,79.10304467225747,200.10431694102485
2024-05-13,106.27145215247802,84.76963034500758,79.3644554073711,82.39886265857453,212.05496380442855
2024-05-14,123.50856272154861,97.73627078744533,76.78421213624304,76.29725032010892,198.58486947188356
2024-05-15,108.64762676772443,94.84086408804085,77.0888616457744,88.52682135293298,200.2201797468702
2024-05-16,123.65399788713904,79.71011941099601,83.01726451569198,80.1402340069388,216.59785805288533
2024-05-17,115.49809161659368,90.1379445709764,77.56309698601153,89.83677509313532,196.95382010288625
2024-05-18,112.88906177787088,96.32273313281473,77.0666640607054,71.60419989560425,189.84042963283804
2024-05-19,107.5864303039148,71.7846573624494,79.83040654187928,90.14180695435137,204.92149574656898
2024-05-20,112.54987335931628,93.58808167225739,77.38027230053311,94.84406382309099,200.04259376575493
2024-05-21,121.3605419159687,81.2102424726304,80.6125656094677,66.25341809491799,208.44348313073124
2024-05-22,125.92646635398275,93.23100306218758,81.81185085424657,89.61987653327539,206.19258378290974
2024-05-23,120.44771505300174,79.58779800568944,86.73890381372856,97.85137395439124,202.39405268402382
2024-05-24,128.52460505628454,68.87407493692811,64.63260892474129,73.18078021520495,201.8053097482162
2024-05-25,139.98729803989872,70.35740262983359,75.64007431297748,101.71284533558594,194.76709057477973
2024-05-26,111.06840359437598,86.83131877073855,66.84886184835656,88.89495385632888,202.67678807340002
2024-05-27,111.98028089588615,88.67332921551585,61.94214055571314,77.38028009926063,210.38180007197155
2024-05-28,99.37243709323894,76.76684145049266,63.116230720937864,83.60661138350338,191.5683883468848
2024-05-29,125.42256671081532,91.93837486891249,74.70363168695879,89.49001386489967,200.99132457686625
2024-05-30,126.26050869124977,68.68849605737512,73.68784845812951,84.41804505273252,211.18043229675365
2024-05-31,104.35538804749164,84.40320775297383,73.26975226203615,88.80586012245438,205.61109473095684
2024-06-01,118.97288254872475,72.72346822744856,66.77811997958459,73.98118875282316,213.4212072479231
2024-06-02,124.74636849628033,78.09445557991745,68.84859039992793,84.66071935684352,194.42424141893855
2024-06-03,114.62753171251725,84.87579186215247,76.7809583379536,68.61895463848222,181.5869687243825
2024-06-04,120.63768743245556,75.59669558530948,53.508524871860715,81.44286308320568,201.7001953370487
2024-06-05,113.72128972622993,80.16456029547679,68.45816295226565,73.32533378167082,203.12867194738268
2024-06-06,99.62417952554574,93.89281267274235,68.93107229207062,74.82887961324397,213.0069521846675
2024-06-07,122.11666646403907,77.89142997705875,75.39501759327152,94.37557488293831,211.0346540787029
2024-06-08,124.71561423242188,91.85863486939114,54.200855859516246,92.7691094132261,204.36199803820716
2024-06-09,118.66203275547058,72.05710969155376,82.50714192350883,87.7998539057454,206.50092843917713
2024-06-10,101.63580437684584,88.51597490707269,69.55586360240974,70.64909993973777,196.7925666051963
2024-06-11,103.54421145871223,97.50884804339032,69.96059353396546,78.28337179840699,186.39486378296198
2024-06-12,99.63860342912534,58.263595090517576,63.16786874867297,93.46531155012599,199.6501003249424
2024-06-13,118.54135327817356,74.90978325562068,72.46058558849867,82.6501994052682,208.19731850594604
2024-06-14,123.43614808037873,88.56013025960493,67.47057572083538,104.33699884616018,204.8458657454279
2024-06-15,114.91991789935935,80.68175772982474,79.0036572615241,84.99968444274207,206.54313304119114
2024-06-16,120.01548717067823,86.35874618623104,52.43397120208658,82.92207307596196,193.86257864139327
2024-06-17,101.88120515052542,76.55492031462077,68.55185671088884,77.85790199829765,195.43215186093755
2024-06-18,111.97625545950584,83.42069094141156,70.8415427806616,82.24449657304906,202.88189600717143
2024-06-19,96.79160229337548,80.97069663807747,64.86537127857213,79.35706508673651,192.55524310625356
2024-06-20,102.75794673253101,94.1907309755215,62.667878356057756,87.94829158435303,192.84858771893627
2024-06-21,119.26079836152257,85.05542744408557,63.08327245159113,90.43253663756295,200.9838894341908
2024-06-22,108.08938695281071,85.89851478696065,68.4705070900917,73.01688801967285,205.62438365712055
2024-06-23,122.6034659291505,78.42803269251932,48.64883957414172,67.58876727670992,196.04436367979272
2024-06-24,115.926681263543,77.70817511735794,76.43601319891994,62.576478085593585,186.44519080688931
2024-06-25,137.94192562697103,78.30927828961724,62.035167721059715,86.06906789548258,190.76966907672795
2024-06-26,111.59922710086114,86.64325035458448,68.17838213467411,70.01935732760646,200.2282978390753
2024-06-27,96.67468411193448,78.56604810700716,70.64854181329524,59.60128144422865,200.1839506132123
2024-06-28,110.4839397840621,85.76414104543414,61.80996483354522,85.10647298032335,200.77162191236633
2024-06-29,101.3029466381087,103.7242670166842,65.86150119044461,106.25454866310139,203.67605999553018
2024-06-30,120.82215890796343,91.79876206560944,46.93673885524224,81.38110037443725,198.63846867605983
2024-07-01,111.6008184718046,79.95793863688579,74.7410362620997,89.9573761616243,201.36158246631015
2024-07-02,109.95236600357978,95.37437952765723,78.36455653944421,82.53482835003712,198.4048201370719
2024-07-03,110.24122955940393,79.43895584946483,50.71140029049758,80.88510750631261,210.49989246831757
2024-07-04,119.0568203486634,63.3093229488673,63.827265763888,91.2356275890672,213.5068366721637
2024-07-05,107.31301555920436,73.79393090493686,55.77772646190753,79.32634303076807,187.47752924965337
2024-07-06,119.80569712200416,65.36443609416935,66.49657831975861,85.1005729036906,197.0126839427482
2024-07-07,122.70176736816843,80.76807697575201,74.97120139357948,85.85448433666892,200.103304790915
2024-07-08,109.04874102364614,84.6914980730553,78.58202950393083,76.180704203273,197.3310152203594
2024-07-09,103.4469822279716,101.50897767429903,80.16476267601945,93.01932250545511,218.16667852419775
2024-07-10,107.82820633092008,88.26428937637775,82.30208011586303,81.59971253032573,202.7274164789763
2024-07-11,120.32240803050588,83.06746647023753,67.2359702039753,76.05531462194142,192.69760154716556
2024-07-12,114.42252096495261,93.82894419273636,58.266928323771836,89.25428127514918,206.992159835851
2024-07-13,120.08776554325182,63.71281919862271,68.87989551582666,75.19378692933488,204.02676573650632
2024-07-14,131.71844022968358,88.48236721919679,76.66052289135168,84.76232767034611,204.66099889298815
2024-07-15,116.71330712592433,94.1495779668025,58.36995444892902,84.70403052003448,220.01253567526754
2024-07-16,106.64164152803365,71.98230411559867,87.57116233808428,95.98141669025655,205.768866390288
2024-07-17,125.644894943023,98.54535641792836,80.28832760366727,90.2090927732023,199.56404880646193
2024-07-18,115.93619112146575,90.84470273307335,69.5956932040207,85.56376352922146,183.39982245437105
2024-07-19,124.5111062005251,83.6709116163724,64.91669768147278,94.35574820592697,201.66264863328811
2024-07-20,126.82464962108821,94.52763897263353,65.71023573064903,100.4561902602875,216.7523675441854
2024-07-21,106.96043023558921,111.29459590936077,73.53135569952315,92.52006485337913,203.16882419509778
2024-07-22,130.77005380741022,90.80582644773557,70.8947641000519,87.44498455412814,182.0795129712984
2024-07-23,126.41219775019175,91.88034014508935,83.10478806511702,74.63406641712808,199.90735841950433
2024-07-24,111.74419521111594,85.2267860720186,70.59226301459952,77.523552895211,215.24012851589183
2024-07-25,121.26109033294556,81.75531157104894,79.51039960201655,85.55580268069387,211.20477507065982
2024-07-26,121.23293522707104,99.00137461417226,74.61039383718588,82.95718888568067,197.79205554296527
2024-07-27,119.35513489383072,82.5921346215435,78.05129268480765,87.63755430932139,200.9929731759842
2024-07-28,128.30039541239552,92.33407402792533,73.51947352997236,90.53920536324617,203.00417312405008
2024-07-29,134.43051999317146,87.31753837364485,83.37289448399702,95.74533484340702,200.95982318200953
2024-07-30,120.61575722091852,97.36964788243593,84.00687665807756,90.22915630292479,187.77595900691904
2024-07-31,134.34704561509244,96.41200951970089,81.87630495525762,96.29469936363711,216.2041475323728
2024-08-01,131.4253592295118,103.9558886985095,83.85725875763035,92.5795278625754,221.64393688216427
2024-08-02,124.38071092157773,88.99474148272603,68.85284392604774,72.69453426627847,194.40326409096895
2024-08-03,124.34303743613621,91.9196349941391,82.0524682063674,83.57932486742897,222.54976173227882
2024-08-04,111.5878571941361,85.363029884373,91.8443109472762,92.06408594352362,209.61328308756674
2024-08-05,108.64664875015409,91.24855621292453,84.8071607140854,81.94883584381826,223.43566035470724
2024-08-06,125.8536510438682,100.01358412468316,70.13503039642418,100.59416095274038,212.11293161648194
2024-08-07,116.20121686374688,104.3675483399539,80.50162330721433,110.45946495548107,213.6459561544295
2024-08-08,124.92893883127775,88.1408031413575,85.31386199673561,107.9043693586506,216.57965091229872
2024-08-09,120.55089173543985,106.63073448645692,74.56230634662201,94.15454103464192,205.52686009339038
2024-08-10,108.59190618400218,112.07040595331648,69.13294162823824,111.7755831923102,225.95361686789002
2024-08-11,130.63610561373167,103.23456535806214,80.14086387166464,98.94118535638994,203.3792580044201
2024-08-12,123.51046710156085,118.46089941250025,76.48624343744736,94.67637603428291,211.16512190109572
2024-08-13,129.05672798079823,92.55400499581418,84.35063290315502,92.51216480998421,221.02739182262442
2024-08-14,119.92841511925688,88.45022695389477,69.18435374225083,96.22637158067135,211.29766964149718
2024-08-15,126.12193027391434,83.72005639027873,91.35589573488785,95.97978515245292,224.77541934681378
2024-08-16,145.68967977621313,117.08347761123599,79.97861037361538,102.18149117864274,231.37454428752656
2024-08-17,131.99213399313595,109.28743668742553,96.90292872090329,102.70381439292728,228.36208819376617
2024-08-18,136.82777903516782,102.81332500689642,84.80180954824198,101.75392637607881,199.5008666385576
2024-08-19,119.25300791200914,106.79856837542756,87.9466178785893,106.72255826823657,220.75019986776576
2024-08-20,156.485784699371,93.37769078392243,87.1038587001418,114.8933384633133,230.41225542321297
2024-08-21,151.66691787217172,129.72745621659445,82.58996574962825,113.11977223338312,207.59529601154847
2024-08-22,147.50781120035225,107.20282424204731,114.83503327522644,89.41592719633971,228.63956635392663
2024-08-23,142.80477550041365,107.64821980187367,85.79723630595667,79.36935496534888,228.72172773156066
2024-08-24,135.31485196545992,114.45824155330801,101.63741676918248,114.89806888525753,210.57252445428128
2024-08-25,140.23276565581978,112.65927393597941,81.11451838818311,92.53468909300177,231.6843563353567
2024-08-26,146.94278935425513,110.73858828855674,96.42268818690182,104.60638848538228,226.71957404040762
2024-08-27,130.82907695262122,101.24718600438497,98.14227842836122,95.80509475678818,231.1485965053936
2024-08-28,133.323240463859,114.5200676088706,93.76524049673415,90.13987412025415,215.63510823920217
2024-08-29,121.73128278707998,129.28000747419543,88.95134154325414,114.22868425003666,227.45397173250177
2024-08-30,131.3593724731873,124.56891984376445,92.68312658627981,117.06056544378484,209.55878190023427
2024-08-31,156.34576885027116,127.70177394204342,91.93863888612304,104.35909812692596,204.4928436596618
2024-09-01,137.04535321147836,107.31282349013003,120.64686930300121,84.86885179153647,229.32611257906223
2024-09-02,137.8639648642904,103.18354185827027,97.05518539661264,105.97144003687492,239.578414187812
2024-09-03,144.87390454029673,112.4755211463889,103.18390436422968,116.00572485995455,231.75560654937902
2024-09-04,126.22660570599672,114.94328403208873,116.40391204366023,97.95121368000419,229.24442232910312
2024-09-05,152.45383908565748,125.97909350095111,90.47561786670457,115.22507197257686,228.65468517503572
2024-09-06,156.31338856704082,98.76182984762369,100.26470470665606,113.88767211158564,221.75367028968407
2024-09-07,148.06939173142612,131.62908840288802,97.84335012167277,120.48079466283644,229.60782422967165
2024-09-08,161.4545175208806,115.39808480175562,100.31840556291664,116.52826193023073,236.68785652953278
2024-09-09,132.31439806688118,113.35106116022577,100.03137841872991,106.24347690942813,228.7604975910365
2024-09-10,164.6583731722459,108.13732757358554,95.14122670008983,128.57838080137583,241.2570879238878
2024-09-11,139.54875607564907,102.34475952074774,105.04905531957654,115.66232496767941,236.3459246373943
2024-09-12,134.68804956382738,127.75610886753768,93.0997014839623,117.60565209136291,238.18704526499542
2024-09-13,145.74019497654623,120.88445039195682,114.24172432336773,109.17288558788451,244.5307463149252
2024-09-14,167.45650183913386,107.8739921684601,111.20832546262145,114.69507311249922,230.99889489866356
2024-09-15,149.1594917164977,108.44028153631686,100.65806732351766,110.89733657522771,243.47772317816538
2024-09-16,140.6402804474718,118.64550615164113,101.7551461610086,118.62818700385188,233.6314340313655
2024-09-17,137.62355357894265,139.300349708095,109.56686630888838,138.0815137151682,241.4981273527323
2024-09-18,150.12275732533533,120.61518499062325,99.42727157840227,107.84638153348943,232.24623305723645
2024-09-19,131.8191626597346,108.77450497558985,126.1273619783244,106.02461498654719,230.19174433546644
2024-09-20,139.35525123846026,121.93690514499505,112.17521930297694,137.46033351933426,240.80583130168225
2024-09-21,168.36952036541163,122.24876428080393,113.1102577223222,121.23705766530567,221.61684751741228
2024-09-22,166.74611117722006,98.58176280775182,116.56670627094516,117.21419630911205,238.08080286142152
2024-09-23,152.79665283479196,125.57498176647074,104.52492392115292,134.8712717641533,225.54700843489988
2024-09-24,149.98381149937495,124.36827004129346,121.76934139143277,118.9757544045553,249.96280374585916
2024-09-25,155.77733375136106,134.19146450788665,112.57636075211188,143.8437924537655,253.22335488018444
2024-09-26,179.21582231672534,146.26257011313538,121.47609010387502,132.9065623356183,234.6263450088167
2024-09-27,160.3207668760966,139.57381821532874,110.53026288437265,121.78334829693783,248.08414560392896
2024-09-28,165.894836075413,126.14572355172633,126.20901895479129,148.76198704847337,253.31881565349238
2024-09-29,155.2903445582918,118.28681686065042,117.56713844851977,121.6492211765774,253.8696162324278
2024-09-30,158.43211952200693,155.59390761479375,135.88700605427078,135.6355577609319,247.4976659813544
2024-10-01,164.79353357520498,130.95124707893925,110.86547280077684,131.70628300140297,253.1949575537522
2024-10-02,160.0718852986182,130.98738607096723,117.09521334294998,142.2198005043694,239.84762809197665
2024-10-03,140.31623911719728,131.08591420244366,105.21302883504688,145.2965714993559,247.65123778945332
2024-10-04,172.56430091722922,133.77689703959294,110.70469328665696,130.47038538111576,242.61786342334946
2024-10-05,154.06603107522608,130.81091986515978,122.64301569308302,123.07463973948106,240.40949230588842
2024-10-06,181.77839375158226,126.96575339807718,128.19724407247932,135.6563893548144,248.55585544091866
2024-10-07,167.97071873417565,127.67080032557188,146.9911194853878,124.71653049899841,252.10754155889936
2024-10-08,162.23793994351672,133.2378392164191,116.80070908255163,152.05353885238898,260.6933076574718
2024-10-09,166.3362417960895,128.5458788151773,108.84961868026376,133.69977429588602,252.12452985884667
2024-10-10,161.26133258915328,127.25500977947658,126.11835144022542,129.08454655167083,256.29562101520656
2024-10-11,157.87373306155862,135.839519130461,107.69857087873376,134.9763143707348,256.80089664538025
2024-10-12,165.1940302163854,132.6054315607795,124.99960384546017,120.03823529823477,277.5233954513005
2024-10-13,172.3360141427337,150.56319548815375,114.70233467059042,124.16141967576405,232.91578962894394
2024-10-14,159.19679418357345,109.36954971755281,122.19682373549163,146.23768133947087,244.49275719245398
2024-10-15,157.96347599571735,147.13807229546455,131.33509102809143,128.0083554450697,266.45641236046356
2024-10-16,160.96235262586472,149.0152470914644,119.64868710588595,124.43957979821243,248.5271124772962
2024-10-17,174.3562467079837,116.13938957689507,130.40370897446755,140.5941138847931,261.2241713363366
2024-10-18,179.6679186276733,133.7526963437059,130.11278400090563,147.39090828968304,254.97251558148056
2024-10-19,169.05610606749147,133.75871441956872,103.03143402664047,143.016950644721,274.01799515094956
2024-10-20,171.52982479091287,123.67872263483723,112.93945835186449,146.0686108986173,242.11614337072115
2024-10-21,159.68746098758967,130.24345881579185,106.60518330795068,128.8079692645497,265.7324792762316
2024-10-22,175.00678434453084,127.17063552180912,142.49539123197354,122.41258176759267,271.26505508853523
2024-10-23,171.9982797041644,156.0407701652097,121.66577270680497,151.885696709072,243.8667250186363
